Arup





File 221109 HPC_Full model v7-4 - v40 for Roof-v1.gwb
Exported 10/02/2023 14:29:48

GSA 10.1.63.64 64-bit Copyright © Oasys 1985-2022

Beam and Spring Forces and Moments
The force in an element at any point is the force required to maintain
equilibrium if the element is cut at that point and the end 2 part of the
element is discarded.  Thus:     +ve axial forces are tensile
Forces and moments are output in element axis directions
i.e. Fx: axial force;  Fy & Fz: shear forces;  Mxx: torsion;  Myy & Mzz: moments
Element axes for springs are as defined by the spring property axis no.
For Response Spectrum analysis cases only results calculated in the analysis are available and these are only available in the axes in which they were calculated.
e.g. element displacements are only available in global directions; 2D element stresses are only available in local directions; principal stresses are not reported.
For Response Spectrum analysis cases only the sum of Total Reactions are reported.
All components are enveloped.  Components are not coexistent.
Member list:  7416 7502 7526 7527 7528 7530 7531 7534 to 7537 7539 7540 7543 to 7553 7568 to 7576 7578 to 7604 7791 7794 7795 8022 8023 8024 8037 to 8043 8276 to 8279 9172 9239 9241 to 9251 9264 9265 9266 9281 9292 9293 9342 to 9345 9516 to 9525 9533 to 9543 9545 to 9557 9572 to 9575 9848 10035 to 10039 10041 to 10045 10052 to 10059 10066 10107 to 10118 10196 10197 10198 10201 to 10204 10296 10299 10323 10324 10329 10330 10851 to 10854 10875 10876 10877 10880 10885 11049 11050 11051 11082 to 11090 11115 to 11118 11124 11125 11130 11131 11136 to 11144 11480 11481 11509 to 11514 11537 11538 11539 11576 11577 11581 11582 11970 11971 11979 11980 49145 49146 49173 49174 49193 49196 49220 49223
Case list:  C94 : ENV
Refer to Combination Case and Envelope Details for details of enveloping permutations.

START_TABLE Beam and Spring Forces and Moments
,,,,,[kN],,[kN],,[kN],,[kNm],,[kNm],,[kNm],,[kN],,[kNm],
Memb,Case,Node,Pos,Env,Fx,Fx Perm,Fy,Fy Perm,Fz,Fz Perm,Mxx,Mxx Perm,Myy,Myy Perm,Mzz,Mzz Perm,|Fyz|,|Fyz| Perm,|Myz|,|Myz| Perm
7526,C94,,81.3%,Min,-29.54,P3,-3.475,P3,49.30,P69,-4.894,P22,-148.2,P30,-2.486,P3,49.31,P69,61.00,P57
7526,C94,,87.5%,Max,15.70,P2,4.816,P2,124.0,P22,-1.748,P69,-42.83,P80,2.874,P2,124.0,P22,104.5,P8
7526,C94,,87.5%,Min,-29.54,P3,-3.475,P3,51.32,P69,-4.894,P22,-104.5,P8,-3.058,P3,51.33,P69,42.83,P80
7526,C94,,93.8%,Max,15.70,P2,4.816,P2,126.7,P22,-1.748,P69,-21.86,P2,2.966,P2,126.7,P22,59.86,P8
7526,C94,,93.8%,Min,-29.54,P3,-3.475,P3,53.34,P69,-4.894,P22,-59.86,P8,-3.630,P3,53.35,P69,22.06,P2
7526,C94,7489,100.0%,Max,15.70,P2,4.816,P2,129.4,P22,-1.748,P69,0.3268,P2,3.059,P2,129.4,P22,14.24,P8
7526,C94,7489,100.0%,Min,-29.54,P3,-3.475,P3,55.36,P69,-4.894,P22,-14.24,P8,-4.202,P3,55.37,P69,3.076,P2
7527,C94,4877,0.0%,Max,142.7,P2,16.31,P2,57.27,P2,-2.190,P4,376.1,P2,16.81,P2,172.1,P3,376.5,P2
7527,C94,4877,0.0%,Min,-171.8,P3,-4.254,P3,-172.0,P3,-7.636,P24,-283.8,P3,-4.705,P3,31.21,P4,3.375,P59
7527,C94,,8.3%,Max,142.7,P2,16.31,P2,61.24,P2,-2.190,P4,305.1,P2,13.33,P2,168.1,P3,305.4,P2
7527,C94,,8.3%,Min,-171.8,P3,-4.254,P3,-168.1,P3,-7.636,P24,-259.5,P3,-6.300,P3,32.40,P46,1.837,P67
7527,C94,,16.7%,Max,142.7,P2,16.31,P2,65.21,P2,-2.190,P4,235.8,P2,9.842,P2,164.2,P3,236.0,P2
7527,C94,,16.7%,Min,-171.8,P3,-4.254,P3,-164.1,P3,-7.636,P24,-233.6,P3,-7.895,P3,28.64,P46,0.4523,P60
7527,C94,,25.0%,Max,142.7,P2,16.31,P2,69.17,P2,-2.190,P4,168.2,P2,6.356,P2,160.2,P3,206.2,P3
7527,C94,,25.0%,Min,-171.8,P3,-4.254,P3,-160.1,P3,-7.636,P24,-206.0,P3,-9.491,P3,24.94,P46,2.136,P32
7527,C94,,33.3%,Max,142.7,P2,16.31,P2,73.14,P2,-2.190,P4,102.2,P2,2.869,P2,156.2,P3,177.0,P3
7527,C94,,33.3%,Min,-171.8,P3,-4.254,P3,-156.2,P3,-7.636,P24,-176.7,P3,-11.09,P3,21.34,P46,5.166,P92
7527,C94,,33.3%,Max,89.02,P57,7.586,P2,105.6,P2,5.394,P30,82.73,P2,5.764,P2,121.7,P3,166.6,P3
7527,C94,,33.3%,Min,-88.29,P3,-3.227,P3,-121.6,P3,1.599,P69,-166.5,P3,-2.384,P3,2.403,P43,1.334,P93
7527,C94,,41.7%,Max,89.02,P57,7.586,P2,109.6,P2,5.394,P30,69.24,P2,5.089,P2,117.7,P3,158.1,P3
7527,C94,,41.7%,Min,-88.29,P3,-3.227,P3,-117.7,P3,1.599,P69,-158.1,P3,-3.547,P3,0.9343,P63,6.659,P93
7527,C94,,50.0%,Max,89.02,P57,7.586,P2,113.6,P2,5.394,P30,57.41,P2,4.414,P2,113.8,P2,148.1,P3
7527,C94,,50.0%,Min,-88.29,P3,-3.227,P3,-113.7,P3,1.599,P69,-148.0,P3,-4.709,P3,1.518,P82,5.189,P68
7527,C94,,58.3%,Max,89.02,P57,7.586,P2,117.5,P2,5.394,P30,47.25,P2,3.740,P2,117.8,P2,136.4,P3
7527,C94,,58.3%,Min,-88.29,P3,-3.227,P3,-109.7,P3,1.599,P69,-136.2,P3,-5.871,P3,1.138,P60,1.585,P68
7527,C94,,66.7%,Max,89.02,P57,7.586,P2,121.5,P2,5.394,P30,38.77,P2,3.065,P2,121.8,P2,123.0,P3
7527,C94,,66.7%,Min,-88.29,P3,-3.227,P3,-105.8,P3,1.599,P69,-122.8,P3,-7.034,P3,0.5148,P88,1.723,P68
7527,C94,,66.7%,Max,128.8,P57,10.62,P2,178.0,P2,3.254,P4,57.61,P2,7.627,P2,178.3,P2,132.2,P3
7527,C94,,66.7%,Min,-81.25,P3,-4.639,P3,-52.33,P3,-1.765,P5,-132.2,P3,-3.963,P3,18.96,P5,1.840,P68
7527,C94,,75.0%,Max,128.8,P57,10.62,P2,181.9,P2,3.254,P4,132.3,P2,6.705,P2,182.2,P2,152.3,P3
7527,C94,,75.0%,Min,-81.25,P3,-4.639,P3,-48.36,P3,-1.765,P5,-152.2,P3,-5.561,P3,15.10,P5,0.1359,P92
7527,C94,,83.3%,Max,128.8,P57,10.62,P2,185.9,P2,3.254,P4,208.6,P2,5.784,P2,186.2,P2,208.7,P2
7527,C94,,83.3%,Min,-81.25,P3,-4.639,P3,-44.39,P3,-1.765,P5,-170.6,P3,-7.160,P3,11.30,P5,0.3430,P62
7527,C94,,91.7%,Max,128.8,P57,10.62,P2,189.9,P2,3.254,P4,286.6,P2,4.862,P2,190.2,P2,286.6,P2
7527,C94,,91.7%,Min,-81.25,P3,-4.639,P3,-40.42,P3,-1.765,P5,-187.2,P3,-8.758,P3,7.678,P5,16.65,P84
7527,C94,7482,100.0%,Max,128.8,P57,10.62,P2,193.8,P2,3.254,P4,366.3,P2,3.940,P2,194.1,P2,366.3,P2
7527,C94,7482,100.0%,Min,-81.25,P3,-4.639,P3,-36.46,P3,-1.765,P5,-202.3,P3,-10.36,P3,4.660,P5,41.02,P84
7528,C94,4878,0.0%,Max,74.01,P2,15.69,P4,14.40,P2,-3.224,P2,522.3,P2,15.36,P4,217.7,P3,522.4,P2
7528,C94,4878,0.0%,Min,-140.6,P3,-20.14,P5,-217.0,P3,-10.40,P8,-274.2,P3,-18.37,P5,19.66,P2,3.507,P47
7528,C94,,6.3%,Max,74.01,P2,15.69,P4,18.09,P2,-3.224,P2,438.0,P2,14.83,P4,214.0,P3,438.2,P2
7528,C94,,6.3%,Min,-140.6,P3,-20.14,P5,-213.3,P3,-10.40,P8,-267.9,P3,-16.10,P5,22.50,P2,2.963,P75
7528,C94,,12.5%,Max,74.01,P2,15.69,P4,21.78,P2,-3.224,P2,355.3,P2,14.30,P4,210.3,P3,355.5,P2
7528,C94,,12.5%,Min,-140.6,P3,-20.14,P5,-209.6,P3,-10.40,P8,-260.2,P3,-13.83,P5,25.56,P2,0.8490,P48
7528,C94,,18.8%,Max,74.01,P2,15.69,P4,25.46,P2,-3.224,P2,273.9,P2,13.77,P4,206.7,P3,274.2,P2
7528,C94,,18.8%,Min,-140.6,P3,-20.14,P5,-205.9,P3,-10.40,P8,-250.9,P3,-11.56,P5,24.83,P4,1.060,P67
7528,C94,,25.0%,Max,74.01,P2,15.69,P4,29.15,P2,-3.224,P2,194.0,P2,13.25,P4,203.0,P3,240.5,P3
7528,C94,,25.0%,Min,-140.6,P3,-20.14,P5,-202.2,P3,-10.40,P8,-240.3,P3,-9.283,P5,22.09,P4,5.284,P33
7528,C94,,25.0%,Max,56.26,P4,6.047,P2,70.56,P2,3.309,P6,172.6,P2,4.242,P2,161.1,P3,233.6,P3
7528,C94,,25.0%,Min,-82.46,P5,-6.702,P3,-161.0,P3,0.4592,P3,-233.6,P3,-4.625,P3,8.325,P46,1.817,P20
7528,C94,,31.3%,Max,56.26,P4,6.047,P2,74.25,P2,3.309,P6,110.6,P2,4.654,P2,157.5,P3,205.6,P3
7528,C94,,31.3%,Min,-82.46,P5,-6.702,P3,-157.3,P3,0.4592,P3,-205.5,P3,-4.781,P3,4.648,P46,0.3324,P45
7528,C94,,37.5%,Max,56.26,P4,6.047,P2,77.93,P2,3.309,P6,49.98,P2,5.067,P2,153.8,P3,176.1,P3
7528,C94,,37.5%,Min,-82.46,P5,-6.702,P3,-153.6,P3,0.4592,P3,-176.0,P3,-4.938,P3,1.043,P46,6.101,P4
7528,C94,,43.8%,Max,56.26,P4,6.047,P2,81.62,P2,3.309,P6,-9.173,P2,5.479,P2,150.1,P3,157.3,P22
7528,C94,,43.8%,Min,-82.46,P5,-6.702,P3,-149.9,P3,0.4592,P3,-157.3,P22,-5.094,P3,0.7107,P50,10.68,P2
7528,C94,,50.0%,Max,56.26,P4,6.047,P2,85.31,P2,3.309,P6,-65.22,P69,5.892,P2,146.4,P3,180.0,P30
7528,C94,,50.0%,Min,-82.46,P5,-6.702,P3,-146.3,P3,0.4592,P3,-180.0,P30,-5.250,P3,0.9794,P74,65.23,P69
7528,C94,,50.0%,Max,75.31,P2,4.952,P2,143.7,P2,0.8491,P2,-69.28,P69,2.648,P2,143.8,P2,180.0,P30
7528,C94,,50.0%,Min,-65.66,P3,-5.160,P3,-88.96,P3,-0.6299,P3,-180.0,P30,-2.659,P3,0.1495,P57,69.29,P69
7528,C94,,56.2%,Max,75.31,P2,4.952,P2,147.4,P2,0.8491,P2,-26.72,P2,3.344,P2,147.5,P2,158.5,P33
7528,C94,,56.2%,Min,-65.66,P3,-5.160,P3,-85.27,P3,-0.6299,P3,-158.5,P33,-3.274,P3,0.7607,P44,26.93,P2
7528,C94,,62.5%,Max,75.31,P2,4.952,P2,151.1,P2,0.8491,P2,27.01,P2,4.040,P2,151.1,P2,158.1,P3
7528,C94,,62.5%,Min,-65.66,P3,-5.160,P3,-81.59,P3,-0.6299,P3,-158.1,P3,-3.889,P3,1.619,P45,9.320,P4
7528,C94,,68.7%,Max,75.31,P2,4.952,P2,154.7,P2,0.8491,P2,82.18,P2,4.737,P2,154.8,P2,184.7,P3
7528,C94,,68.7%,Min,-65.66,P3,-5.160,P3,-77.90,P3,-0.6299,P3,-184.6,P3,-4.504,P3,1.313,P69,12.85,P46
7528,C94,,75.0%,Max,75.31,P2,4.952,P2,158.4,P2,0.8491,P2,138.8,P2,5.433,P2,158.5,P2,209.7,P3
7528,C94,,75.0%,Min,-65.66,P3,-5.160,P3,-74.21,P3,-0.6299,P3,-209.7,P3,-5.119,P3,3.106,P69,1.123,P38
7528,C94,,75.0%,Max,145.5,P2,6.819,P4,198.8,P2,8.643,P25,160.0,P2,3.581,P2,198.9,P2,216.5,P3
7528,C94,,75.0%,Min,-94.21,P3,-4.422,P5,-32.29,P3,3.226,P57,-216.5,P3,-2.205,P3,14.03,P5,1.099,P52
7528,C94,,81.2%,Max,145.5,P2,6.819,P4,202.5,P2,8.643,P25,238.5,P2,3.705,P2,202.6,P2,238.6,P2
7528,C94,,81.2%,Min,-94.21,P3,-4.422,P5,-28.60,P3,3.226,P57,-228.4,P3,-3.268,P3,17.57,P5,0.1491,P85
7528,C94,,87.5%,Max,145.5,P2,6.819,P4,206.2,P2,8.643,P25,318.5,P2,4.220,P4,206.3,P2,318.6,P2
7528,C94,,87.5%,Min,-94.21,P3,-4.422,P5,-24.91,P3,3.226,P57,-238.8,P3,-4.721,P5,21.16,P5,1.982,P20
7528,C94,,93.7%,Max,145.5,P2,6.819,P4,209.9,P2,8.643,P25,400.0,P2,4.744,P4,210.0,P2,400.0,P2
7528,C94,,93.7%,Min,-94.21,P3,-4.422,P5,-21.23,P3,3.226,P57,-247.8,P3,-6.184,P5,21.59,P3,2.990,P92
7528,C94,7481,100.0%,Max,145.5,P2,6.819,P4,213.6,P2,8.643,P25,482.9,P2,5.268,P4,213.7,P2,482.9,P2
7528,C94,7481,100.0%,Min,-94.21,P3,-4.422,P5,-17.54,P3,3.226,P57,-255.3,P3,-7.647,P5,17.98,P3,2.853,P68
7530,C94,4879,0.0%,Max,186.5,P2,22.59,P2,-130.1,P2,-12.70,P2,241.2,P33,22.54,P2,319.3,P8,241.2,P33
7530,C94,4879,0.0%,Min,-84.83,P3,-14.58,P3,-319.2,P8,-39.50,P24,99.78,P3,-14.12,P3,132.0,P2,100.8,P3
7530,C94,,3.6%,Max,186.5,P2,22.59,P2,-126.5,P2,-12.70,P2,121.8,P33,18.90,P2,314.5,P8,121.8,P33
7530,C94,,3.6%,Min,-84.83,P3,-14.58,P3,-314.4,P8,-39.50,P24,34.87,P3,-13.51,P3,128.5,P2,37.40,P3
7530,C94,,7.1%,Max,186.5,P2,22.59,P2,-123.0,P2,-12.70,P2,28.32,P2,15.26,P2,309.7,P8,32.17,P2
7530,C94,,7.1%,Min,-84.83,P3,-14.58,P3,-309.6,P8,-39.50,P24,-28.70,P3,-12.90,P3,125.0,P2,0.2010,P43
7530,C94,,10.7%,Max,186.5,P2,22.59,P2,-119.4,P2,-12.70,P2,-28.72,P2,11.62,P2,304.9,P8,117.4,P22
7530,C94,,10.7%,Min,-84.83,P3,-14.58,P3,-304.8,P8,-39.50,P24,-117.4,P22,-12.29,P3,121.5,P2,30.98,P2
7530,C94,,14.3%,Max,186.5,P2,22.59,P2,-115.9,P2,-12.70,P2,-84.41,P2,7.982,P2,300.1,P8,231.7,P22
7530,C94,,14.3%,Min,-84.83,P3,-14.58,P3,-300.0,P8,-39.50,P24,-231.7,P22,-11.68,P3,118.0,P2,84.79,P2
7530,C94,,14.3%,Max,172.4,P2,5.312,P2,-111.0,P2,-10.19,P2,-98.40,P2,3.349,P2,279.6,P8,266.7,P24
7530,C94,,14.3%,Min,-79.85,P3,-4.194,P3,-279.6,P8,-32.71,P6,-266.7,P24,-2.484,P3,111.1,P2,98.46,P2
7530,C94,,17.9%,Max,172.4,P2,5.312,P2,-107.4,P2,-10.19,P2,-139.9,P2,3.489,P2,274.8,P8,371.4,P22
7530,C94,,17.9%,Min,-79.85,P3,-4.194,P3,-274.8,P8,-32.71,P6,-371.4,P22,-3.047,P3,107.6,P2,140.0,P2
7530,C94,,21.4%,Max,172.4,P2,5.312,P2,-103.9,P2,-10.19,P2,-180.1,P2,3.629,P2,270.0,P8,474.3,P22
7530,C94,,21.4%,Min,-79.85,P3,-4.194,P3,-270.0,P8,-32.71,P6,-474.3,P22,-3.610,P3,104.0,P2,180.1,P2
7530,C94,,25.0%,Max,172.4,P2,5.312,P2,-100.3,P2,-10.19,P2,-218.9,P2,3.768,P2,265.2,P8,575.3,P22
7530,C94,,25.0%,Min,-79.85,P3,-4.194,P3,-265.1,P8,-32.71,P6,-575.3,P22,-4.172,P3,100.5,P2,218.9,P2
7530,C94,,28.6%,Max,172.4,P2,5.312,P2,-96.77,P2,-10.19,P2,-256.4,P2,3.908,P2,260.3,P8,674.6,P8
7530,C94,,28.6%,Min,-79.85,P3,-4.194,P3,-260.3,P8,-32.71,P6,-674.6,P8,-4.735,P3,96.92,P2,256.4,P2
7530,C94,,28.6%,Max,132.5,P2,3.114,P2,-53.10,P2,-0.06887,P2,-262.1,P2,1.674,P2,136.5,P33,690.2,P8
7530,C94,,28.6%,Min,-62.65,P3,-2.825,P3,-136.5,P33,-6.563,P28,-690.2,P8,-1.361,P3,53.19,P2,262.1,P2
7530,C94,,32.1%,Max,132.5,P2,3.114,P2,-49.54,P2,-0.06887,P2,-281.6,P2,2.021,P2,131.7,P33,740.5,P8
7530,C94,,32.1%,Min,-62.65,P3,-2.825,P3,-131.7,P33,-6.563,P28,-740.5,P8,-1.817,P3,49.64,P2,281.6,P2
7530,C94,,35.7%,Max,132.5,P2,3.114,P2,-45.98,P2,-0.06887,P2,-299.8,P2,2.368,P2,126.9,P33,788.9,P8
7530,C94,,35.7%,Min,-62.65,P3,-2.825,P3,-126.9,P33,-6.563,P28,-788.9,P8,-2.273,P3,46.08,P2,299.8,P2
7530,C94,,39.3%,Max,132.5,P2,3.114,P2,-42.42,P2,-0.06887,P2,-316.6,P2,2.714,P2,122.1,P33,835.5,P8
7530,C94,,39.3%,Min,-62.65,P3,-2.825,P3,-122.1,P33,-6.563,P28,-835.5,P8,-2.729,P3,42.53,P2,316.6,P2
7530,C94,,42.9%,Max,132.5,P2,3.114,P2,-38.86,P2,-0.06887,P2,-332.1,P2,3.061,P2,117.3,P33,880.3,P8
7530,C94,,42.9%,Min,-62.65,P3,-2.825,P3,-117.3,P33,-6.563,P28,-880.3,P8,-3.184,P3,38.99,P2,332.1,P2
7530,C94,,42.9%,Max,95.39,P2,1.871,P2,-19.21,P60,1.232,P68,-334.6,P2,0.9864,P2,43.35,P33,887.5,P8
7530,C94,,42.9%,Min,-46.38,P3,-1.780,P3,-43.35,P33,-0.7405,P5,-887.5,P8,-0.7554,P3,19.22,P60,334.6,P2
7530,C94,,46.4%,Max,95.39,P2,1.871,P2,-15.65,P60,1.232,P68,-341.8,P2,1.291,P2,38.55,P33,902.4,P8
7530,C94,,46.4%,Min,-46.38,P3,-1.780,P3,-38.55,P33,-0.7405,P5,-902.4,P8,-1.094,P3,15.67,P60,341.8,P2
7530,C94,,50.0%,Max,95.39,P2,1.871,P2,-12.10,P60,1.232,P68,-347.7,P2,1.595,P2,33.74,P33,915.4,P8
7530,C94,,50.0%,Min,-46.38,P3,-1.780,P3,-33.74,P33,-0.7405,P5,-915.4,P8,-1.432,P3,12.11,P60,347.7,P2
7530,C94,,53.6%,Max,95.39,P2,1.871,P2,-8.536,P60,1.232,P68,-352.3,P2,1.899,P2,28.94,P33,926.6,P8
7530,C94,,53.6%,Min,-46.38,P3,-1.780,P3,-28.94,P33,-0.7405,P5,-926.6,P8,-1.771,P3,8.560,P60,352.3,P2
7530,C94,,57.1%,Max,95.39,P2,1.871,P2,-4.977,P60,1.232,P68,-355.5,P2,2.204,P2,24.13,P33,936.1,P8
7530,C94,,57.1%,Min,-46.38,P3,-1.780,P3,-24.13,P33,-0.7405,P5,-936.1,P8,-2.110,P3,5.018,P60,355.5,P2
7530,C94,,57.1%,Max,66.76,P4,1.418,P2,77.60,P25,15.98,P25,-354.2,P2,1.058,P4,77.60,P25,932.1,P8
7530,C94,,57.1%,Min,-34.45,P5,-1.581,P3,21.91,P3,4.750,P3,-932.1,P8,-1.023,P5,21.96,P3,354.2,P2
7530,C94,,60.7%,Max,66.76,P4,1.418,P2,82.40,P25,15.98,P25,-345.2,P2,1.128,P2,82.40,P25,902.0,P8
7530,C94,,60.7%,Min,-34.45,P5,-1.581,P3,25.46,P3,4.750,P3,-902.0,P8,-1.030,P3,25.51,P3,345.2,P2
7530,C94,,64.3%,Max,66.76,P4,1.418,P2,87.21,P25,15.98,P25,-334.8,P2,1.341,P2,87.21,P25,870.1,P8
7530,C94,,64.3%,Min,-34.45,P5,-1.581,P3,29.02,P3,4.750,P3,-870.1,P8,-1.181,P3,29.07,P3,334.8,P2
7530,C94,,67.9%,Max,66.76,P4,1.418,P2,92.01,P25,15.98,P25,-323.1,P2,1.554,P2,92.01,P25,836.4,P30
7530,C94,,67.9%,Min,-34.45,P5,-1.581,P3,32.58,P3,4.750,P3,-836.4,P30,-1.332,P3,32.62,P3,323.1,P2
7530,C94,,71.4%,Max,66.76,P4,1.418,P2,96.82,P25,15.98,P25,-310.1,P2,1.767,P2,96.82,P25,801.2,P31
7530,C94,,71.4%,Min,-34.45,P5,-1.581,P3,36.14,P3,4.750,P3,-801.2,P31,-1.484,P3,36.18,P3,310.1,P2
7530,C94,,71.4%,Max,45.94,P4,1.670,P4,193.7,P24,29.35,P25,-305.1,P2,1.308,P4,193.7,P24,787.0,P30
7530,C94,,71.4%,Min,-27.92,P5,-1.808,P5,67.45,P3,8.332,P3,-787.0,P30,-1.178,P5,67.47,P3,305.1,P2
7530,C94,,75.0%,Max,45.94,P4,1.670,P4,198.5,P24,29.35,P25,-278.9,P2,1.387,P4,198.5,P24,713.3,P31
7530,C94,,75.0%,Min,-27.92,P5,-1.808,P5,71.01,P3,8.332,P3,-713.3,P31,-1.205,P5,71.03,P3,278.9,P2
7530,C94,,78.6%,Max,45.94,P4,1.670,P4,203.3,P24,29.35,P25,-251.4,P2,1.519,P2,203.3,P24,637.9,P33
7530,C94,,78.6%,Min,-27.92,P5,-1.808,P5,74.57,P3,8.332,P3,-637.9,P33,-1.284,P3,74.59,P3,251.4,P2
7530,C94,,82.1%,Max,45.94,P4,1.670,P4,208.1,P24,29.35,P25,-222.5,P2,1.739,P2,208.1,P24,560.8,P33
7530,C94,,82.1%,Min,-27.92,P5,-1.808,P5,78.13,P3,8.332,P3,-560.8,P33,-1.453,P3,78.15,P3,222.5,P2
7530,C94,,85.7%,Max,45.94,P4,1.670,P4,212.9,P24,29.35,P25,-192.2,P2,1.960,P2,212.9,P24,481.9,P33
7530,C94,,85.7%,Min,-27.92,P5,-1.808,P5,81.68,P3,8.332,P3,-481.9,P33,-1.622,P3,81.70,P3,192.2,P2
7530,C94,,85.7%,Max,26.71,P4,4.383,P4,307.5,P25,34.49,P25,-182.7,P2,2.316,P4,307.5,P25,456.3,P33
7530,C94,,85.7%,Min,-19.83,P5,-4.519,P5,119.3,P3,10.49,P3,-456.3,P33,-2.066,P5,119.3,P3,182.8,P2
7530,C94,,89.3%,Max,26.71,P4,4.383,P4,312.3,P25,34.49,P25,-134.3,P2,2.934,P4,312.3,P25,339.6,P33
7530,C94,,89.3%,Min,-19.83,P5,-4.519,P5,122.8,P3,10.49,P3,-339.6,P33,-2.633,P5,122.9,P3,134.3,P2
7530,C94,,92.9%,Max,26.71,P4,4.383,P4,317.1,P25,34.49,P25,-84.44,P2,3.552,P4,317.1,P25,221.1,P33
7530,C94,,92.9%,Min,-19.83,P5,-4.519,P5,126.4,P3,10.49,P3,-221.1,P33,-3.199,P5,126.4,P3,84.50,P2
7530,C94,,96.4%,Max,26.71,P4,4.383,P4,321.9,P25,34.49,P25,-33.28,P2,4.170,P4,321.9,P25,100.8,P33
7530,C94,,96.4%,Min,-19.83,P5,-4.519,P5,129.9,P3,10.49,P3,-100.8,P33,-3.765,P5,130.0,P3,33.47,P2
7530,C94,5234,100.0%,Max,26.71,P4,4.383,P4,326.7,P25,34.49,P25,26.96,P24,4.787,P4,326.7,P25,26.96,P24
7530,C94,5234,100.0%,Min,-19.83,P5,-4.519,P5,133.5,P3,10.49,P3,5.077,P57,-4.332,P5,133.6,P3,5.131,P57
7531,C94,4880,0.0%,Max,30.47,P2,12.41,P4,-131.3,P55,30.08,P31,473.7,P33,10.70,P4,303.5,P25,473.7,P33
7531,C94,4880,0.0%,Min,-110.8,P3,-13.15,P5,-303.5,P25,9.103,P61,181.2,P60,-11.88,P5,131.4,P43,181.3,P60
7531,C94,,3.6%,Max,30.47,P2,12.41,P4,-127.6,P55,30.08,P31,357.5,P33,10.23,P4,298.5,P25,357.5,P33
7531,C94,,3.6%,Min,-110.8,P3,-13.15,P5,-298.5,P25,9.103,P61,128.1,P60,-11.12,P5,127.7,P43,128.2,P60
7531,C94,,7.1%,Max,30.47,P2,12.41,P4,-123.9,P55,30.08,P31,243.2,P33,9.760,P4,293.6,P25,243.2,P33
7531,C94,,7.1%,Min,-110.8,P3,-13.15,P5,-293.6,P25,9.103,P61,76.43,P60,-10.36,P5,124.1,P43,76.43,P60
7531,C94,,10.7%,Max,30.47,P2,12.41,P4,-120.3,P55,30.08,P31,133.3,P21,9.290,P4,288.6,P25,133.3,P21
7531,C94,,10.7%,Min,-110.8,P3,-13.15,P5,-288.6,P25,9.103,P61,26.19,P60,-9.605,P5,120.4,P43,26.45,P60
7531,C94,,14.3%,Max,30.47,P2,12.41,P4,-116.6,P55,30.08,P31,40.06,P57,8.820,P4,283.7,P25,40.18,P57
7531,C94,,14.3%,Min,-110.8,P3,-13.15,P5,-283.7,P25,9.103,P61,-22.64,P60,-8.848,P5,116.7,P43,0.9039,P50
7531,C94,,14.3%,Max,41.66,P2,2.677,P4,-96.28,P66,25.18,P30,19.17,P57,1.550,P2,228.7,P6,53.98,P12
7531,C94,,14.3%,Min,-87.49,P3,-3.813,P5,-228.7,P6,4.914,P57,-53.98,P12,-2.374,P3,96.28,P66,2.789,P4
7531,C94,,17.9%,Max,41.66,P2,2.677,P4,-92.61,P66,25.18,P30,-22.42,P57,2.081,P4,223.7,P6,137.3,P24
7531,C94,,17.9%,Min,-87.49,P3,-3.813,P5,-223.7,P6,4.914,P57,-137.3,P24,-2.463,P5,92.61,P66,22.42,P57
7531,C94,,21.4%,Max,41.66,P2,2.677,P4,-88.94,P66,25.18,P30,-62.59,P57,2.629,P4,218.8,P6,223.1,P25
7531,C94,,21.4%,Min,-87.49,P3,-3.813,P5,-218.8,P6,4.914,P57,-223.1,P25,-2.568,P5,88.94,P66,62.59,P57
7531,C94,,25.0%,Max,41.66,P2,2.677,P4,-85.28,P66,25.18,P30,-101.3,P57,3.176,P4,213.8,P6,307.1,P25
7531,C94,,25.0%,Min,-87.49,P3,-3.813,P5,-213.8,P6,4.914,P57,-307.1,P25,-2.674,P5,85.28,P66,101.3,P57
7531,C94,,28.6%,Max,41.66,P2,2.677,P4,-81.61,P66,25.18,P30,-138.6,P57,3.723,P4,208.9,P6,389.1,P25
7531,C94,,28.6%,Min,-87.49,P3,-3.813,P5,-208.9,P6,4.914,P57,-389.1,P25,-2.779,P5,81.61,P66,138.6,P57
7531,C94,,28.6%,Max,37.41,P2,1.030,P2,-54.34,P66,12.30,P18,-153.6,P57,0.5917,P4,131.4,P33,416.9,P25
7531,C94,,28.6%,Min,-72.76,P3,-1.563,P3,-131.4,P33,-0.8160,P57,-416.9,P25,-0.7455,P5,54.34,P66,153.6,P57
7531,C94,,32.1%,Max,37.41,P2,1.030,P2,-50.68,P66,12.30,P18,-179.3,P57,1.002,P4,126.4,P33,466.4,P25
7531,C94,,32.1%,Min,-72.76,P3,-1.563,P3,-126.4,P33,-0.8160,P57,-466.4,P25,-0.9479,P5,50.68,P66,179.3,P57
7531,C94,,35.7%,Max,37.41,P2,1.030,P2,-47.01,P66,12.30,P18,-202.8,P55,1.412,P4,121.5,P33,513.9,P25
7531,C94,,35.7%,Min,-72.76,P3,-1.563,P3,-121.5,P33,-0.8160,P57,-513.9,P25,-1.150,P5,47.01,P66,202.8,P55
7531,C94,,39.3%,Max,37.41,P2,1.030,P2,-43.35,P66,12.30,P18,-221.6,P55,1.822,P4,116.5,P33,559.5,P25
